Parent	Child	-	Weight	Probability	Score
G53	G50	1	0.160943	0.992286	0.488793
G55	G50	1	0.070966	0.539731	0.117231
G57	G50	-1	-0.074168	0.552956	-0.125524
G58	G50	1	0.167245	0.987913	0.505693
G60	G50	-1	-0.112669	0.815194	-0.281114
G64	G50	1	0.209832	0.999959	0.642198
G69	G50	1	0.107783	0.833143	0.274844
G75	G50	1	0.132136	0.956697	0.38691
G77	G50	1	0.075699	0.513686	0.119015
G85	G50	1	0.106356	0.866249	0.281982
G87	G50	-1	-0.113166	0.767545	-0.26585
G91	G50	1	0.07602	0.622167	0.144761
G92	G50	1	0.095557	0.749193	0.219116
G93	G50	1	0.140631	0.988822	0.425613
G95	G50	-1	-0.075308	0.620569	-0.143037
G98	G50	-1	-0.068753	0.615471	-0.129513
G99	G50	-1	-0.164054	0.999304	-0.501764
G3	G51	-1	-0.092495	0.641576	-0.181628
G4	G51	1	0.100962	0.647206	0.199993
G7	G51	1	0.152223	0.978922	0.456082
G10	G51	-1	-0.178727	0.983611	-0.53806
G12	G51	-1	-0.210213	0.997054	-0.641497
G16	G51	-1	-0.161839	0.914668	-0.453066
G28	G51	1	0.104472	0.638424	0.204138
G30	G51	-1	-0.171489	0.977744	-0.513188
G36	G51	1	0.239195	0.999999	0.732096
G37	G51	1	0.147613	0.957039	0.432385
G38	G51	1	0.14403	0.745898	0.328812
G40	G51	1	0.122718	0.896393	0.336684
G42	G51	1	0.197071	0.99918	0.602674
G51	G51	1	0.108399	0.754778	0.250415
G52	G51	1	0.080209	0.566179	0.138993
G54	G51	1	0.145389	0.814375	0.362386
G58	G51	1	0.1934	0.985237	0.583193
G61	G51	1	0.142311	0.741264	0.322869
G62	G51	1	0.09914	0.585959	0.177801
G66	G51	1	0.128399	0.791418	0.311017
G70	G51	1	0.121171	0.61506	0.228104
G71	G51	1	0.141734	0.863371	0.374531
G73	G51	-1	-0.107468	0.573633	-0.188681
G74	G51	-1	-0.112378	0.687196	-0.236363
G75	G51	-1	-0.161698	0.957553	-0.473896
G76	G51	1	0.157617	0.982834	0.474131
G77	G51	1	0.102343	0.587168	0.183923
G83	G51	1	0.144958	0.960572	0.426174
G85	G51	1	0.109566	0.774157	0.25961
G87	G51	-1	-0.156201	0.853808	-0.408187
G88	G51	-1	-0.1312	0.720622	-0.289371
G92	G51	-1	-0.088674	0.559627	-0.151883
G93	G51	1	0.119972	0.88042	0.323286
G94	G51	1	0.196587	0.995595	0.599035
G96	G51	1	0.079061	0.557176	0.134825
G100	G51	-1	-0.134031	0.930655	-0.381778
G1	G52	1	0.094428	0.585746	0.169289
G2	G52	1	0.177114	0.967592	0.524517
G3	G52	-1	-0.078623	0.576428	-0.138711
G6	G52	-1	-0.15821	0.844301	-0.408834
G7	G52	1	0.201119	0.999869	0.615476
G8	G52	1	0.079608	0.57031	0.138958
G10	G52	-1	-0.116103	0.805997	-0.286412
G13	G52	1	0.188517	0.920858	0.531323
G19	G52	-1	-0.126851	0.69791	-0.270962
G22	G52	1	0.1151	0.712722	0.251079
G30	G52	-1	-0.145374	0.952441	-0.42378
G31	G52	-1	-0.179184	0.976318	-0.535434
G34	G52	1	0.102869	0.591964	0.186378
G35	G52	-1	-0.10036	0.798457	-0.245261
G36	G52	1	0.139923	0.982081	0.420584
G37	G52	1	0.191299	0.999487	0.585202
G39	G52	1	0.136021	0.815842	0.339647
G40	G52	1	0.076198	0.605257	0.141156
G43	G52	-1	-0.0879	0.648167	-0.174377
G47	G52	1	0.141834	0.96918	0.420726
G51	G52	1	0.152239	0.985826	0.459348
G53	G52	1	0.153042	0.961355	0.450308
G54	G52	1	0.106353	0.645066	0.209976
G56	G52	1	0.146077	0.964871	0.431387
G60	G52	1	0.106412	0.678386	0.220944
G62	G52	1	0.110907	0.740159	0.251247
G64	G52	-1	-0.197682	0.99813	-0.603907
G75	G52	1	0.172199	0.992408	0.523043
G76	G52	1	0.093217	0.678086	0.193462
G79	G52	1	0.126653	0.790242	0.306331
G81	G52	1	0.147084	0.948405	0.426949
G83	G52	1	0.091132	0.70908	0.19778
G85	G52	1	0.153165	0.981455	0.460093
G90	G52	1	0.079269	0.590145	0.143178
G91	G52	-1	-0.103262	0.807173	-0.255108
G94	G52	1	0.144887	0.946181	0.419585
G95	G52	1	0.073689	0.517852	0.116795
G98	G52	-1	-0.091382	0.698484	-0.195359
G2	G53	1	0.147555	0.917771	0.414479
G3	G53	-1	-0.182015	0.998327	-0.556155
G5	G53	1	0.141454	0.986574	0.427131
G7	G53	1	0.114891	0.927329	0.326089
G12	G53	-1	-0.156111	0.975992	-0.466331
G15	G53	-1	-0.144754	0.805997	-0.357091
G16	G53	1	0.115347	0.764428	0.269872
G26	G53	-1	-0.121477	0.932672	-0.346768
G30	G53	-1	-0.195743	0.999014	-0.598512
G32	G53	1	0.102052	0.567193	0.177161
G36	G53	1	0.11421	0.923971	0.322983
G38	G53	-1	-0.101895	0.602218	-0.187812
G40	G53	1	0.182768	0.999435	0.559074
G42	G53	1	0.088374	0.723429	0.195676
G46	G53	1	0.079109	0.603242	0.146061
G47	G53	1	0.161331	0.995391	0.491505
G48	G53	-1	-0.100333	0.769263	-0.23623
G49	G53	1	0.121428	0.8783	0.326421
G53	G53	1	0.081179	0.56794	0.141111
G55	G53	1	0.086839	0.664505	0.176616
G56	G53	1	0.110571	0.827949	0.280195
G59	G53	-1	-0.099033	0.588347	-0.178332
G62	G53	1	0.077808	0.505243	0.120321
G63	G53	-1	-0.064969	0.513094	-0.102027
G67	G53	1	0.13672	0.923173	0.386304
G68	G53	1	0.073285	0.527342	0.118283
G70	G53	1	0.172303	0.959629	0.506071
G76	G53	1	0.241788	1	0.740031
G81	G53	-1	-0.087132	0.618126	-0.164842
G83	G53	1	0.117397	0.925878	0.33268
G84	G53	-1	-0.091855	0.586821	-0.164977
G85	G53	1	0.101412	0.807567	0.250658
G88	G53	1	0.093106	0.568201	0.161917
G91	G53	-1	-0.165479	0.997244	-0.505078
G93	G53	1	0.127005	0.958859	0.372728
G97	G53	1	0.148106	0.927015	0.420217
G98	G53	1	0.113831	0.907667	0.316229
G99	G53	1	0.075338	0.588822	0.135773
G100	G53	-1	-0.1367	0.975026	-0.407944
G2	G54	1	0.083927	0.595143	0.152876
G5	G54	-1	-0.129251	0.986323	-0.390183
G7	G54	1	0.092481	0.866875	0.245372
G11	G54	-1	-0.105383	0.63822	-0.205852
G12	G54	1	0.144432	0.984814	0.435344
G14	G54	-1	-0.102475	0.639582	-0.2006
G22	G54	-1	-0.106534	0.759107	-0.247519
G25	G54	1	0.087288	0.575824	0.153836
G38	G54	1	0.094127	0.611518	0.176173
G44	G54	1	0.131831	0.983224	0.396721
G50	G54	1	0.078821	0.560625	0.135247
G53	G54	1	0.134955	0.97529	0.402844
G55	G54	-1	-0.079493	0.66845	-0.162634
G57	G54	1	0.068809	0.513565	0.108158
G61	G54	1	0.119605	0.779992	0.285533
G63	G54	1	0.066432	0.598338	0.121657
G66	G54	1	0.116235	0.893361	0.31782
G67	G54	-1	-0.092282	0.727097	-0.205365
G73	G54	-1	-0.119322	0.839808	-0.306702
G78	G54	-1	-0.135056	0.867008	-0.358388
G81	G54	1	0.091299	0.746884	0.208707
G89	G54	-1	-0.08496	0.632475	-0.164466
G90	G54	1	0.075167	0.671881	0.154573
G93	G54	1	0.057357	0.503116	0.088322
G100	G54	1	0.088476	0.832831	0.225528
G1	G55	1	0.133302	0.87103	0.355375
G2	G55	1	0.105604	0.673588	0.217717
G6	G55	-1	-0.127029	0.699511	-0.271965
G9	G55	1	0.105805	0.586946	0.190073
G10	G55	-1	-0.110597	0.794393	-0.268903
G21	G55	1	0.097194	0.579481	0.172383
G25	G55	-1	-0.087746	0.508285	-0.136505
G28	G55	1	0.141396	0.948448	0.410456
G29	G55	1	0.123841	0.883023	0.334696
G36	G55	-1	-0.078785	0.547967	-0.132134
G42	G55	1	0.192468	0.999894	0.589018
G46	G55	1	0.124607	0.961052	0.366525
G49	G55	1	0.119695	0.86286	0.316105
G58	G55	1	0.137394	0.911642	0.383361
G65	G55	1	0.194686	0.999319	0.595462
G75	G55	1	0.130409	0.93416	0.372859
G89	G55	1	0.092899	0.611501	0.173869
G91	G55	1	0.133303	0.971783	0.396483
G92	G55	1	0.142053	0.959082	0.416987
G95	G55	1	0.077872	0.577059	0.137536
G98	G55	-1	-0.093359	0.7471	-0.213476
G6	G56	1	0.140729	0.693993	0.298919
G7	G56	-1	-0.230171	0.99994	-0.704433
G8	G56	-1	-0.113505	0.77058	-0.267701
G10	G56	1	0.189202	0.992661	0.574835
G12	G56	1	0.141069	0.874083	0.377397
G18	G56	1	0.191922	0.994592	0.584231
G19	G56	1	0.135577	0.687152	0.285137
G23	G56	1	0.11691	0.699982	0.250468
G26	G56	1	0.291926	1	0.893487
G28	G56	1	0.266184	0.999987	0.81469
G29	G56	-1	-0.108142	0.665289	-0.220202
G30	G56	1	0.090007	0.578267	0.159302
G31	G56	1	0.145848	0.826811	0.369081
G34	G56	-1	-0.135185	0.734822	-0.304036
G35	G56	1	0.169583	0.988802	0.513223
G37	G56	-1	-0.125899	0.856574	-0.330068
G39	G56	-1	-0.176907	0.926568	-0.501694
G42	G56	-1	-0.131325	0.909364	-0.365511
G45	G56	-1	-0.134344	0.925679	-0.380623
G48	G56	-1	-0.090143	0.585932	-0.161657
G50	G56	1	0.103648	0.582182	0.184687
G51	G56	1	0.098741	0.642846	0.194277
G54	G56	-1	-0.095127	0.526779	-0.153373
G55	G56	1	0.097992	0.649437	0.19478
G58	G56	1	0.146101	0.864762	0.386692
G62	G56	1	0.094436	0.533231	0.154123
G65	G56	1	0.144259	0.911817	0.402593
G66	G56	-1	-0.1419	0.859476	-0.373278
G67	G56	1	0.120806	0.75392	0.278759
G68	G56	-1	-0.090195	0.580331	-0.160203
G70	G56	1	0.121471	0.607941	0.226022
G71	G56	-1	-0.092068	0.511827	-0.144228
G72	G56	1	0.222187	0.997786	0.678534
G77	G56	1	0.104299	0.587285	0.187476
G78	G56	-1	-0.105215	0.53868	-0.17347
G80	G56	1	0.156381	0.805087	0.385339
G83	G56	1	0.089538	0.612237	0.167781
G84	G56	1	0.099775	0.558093	0.170429
G86	G56	1	0.165	0.863085	0.435866
G88	G56	1	0.133076	0.725199	0.295375
G90	G56	1	0.0789	0.513068	0.123899
G96	G56	-1	-0.086582	0.627792	-0.166363
G98	G56	1	0.078792	0.519259	0.125223
G1	G57	1	0.098293	0.578899	0.174157
G4	G57	-1	-0.184825	0.989626	-0.559819
G8	G57	-1	-0.206052	0.998452	-0.629678
G9	G57	1	0.10019	0.516206	0.158294
G10	G57	1	0.125888	0.846376	0.326109
G16	G57	-1	-0.173418	0.963258	-0.511271
G21	G57	1	0.178751	0.973795	0.532759
G22	G57	1	0.120651	0.722101	0.266653
G25	G57	-1	-0.09792	0.533074	-0.159762
G26	G57	1	0.128174	0.925932	0.36324
G28	G57	1	0.188195	0.994389	0.572769
G29	G57	-1	-0.087004	0.539884	-0.143766
G30	G57	1	0.214486	0.999322	0.656024
G31	G57	1	0.126899	0.756602	0.293861
G32	G57	-1	-0.140627	0.7096	-0.305419
G36	G57	-1	-0.122389	0.894353	-0.335017
G43	G57	1	0.144058	0.963464	0.424803
G45	G57	-1	-0.155722	0.977477	-0.465877
G48	G57	1	0.135845	0.930617	0.386928
G51	G57	-1	-0.181338	0.996668	-0.553164
G52	G57	1	0.070785	0.507352	0.109917
G53	G57	-1	-0.10045	0.64966	-0.199735
G55	G57	1	0.157727	0.971514	0.468997
G56	G57	1	0.145536	0.939641	0.418551
G58	G57	1	0.148382	0.898968	0.408265
G59	G57	1	0.117762	0.644242	0.232204
G62	G57	-1	-0.151405	0.929115	-0.43055
G63	G57	1	0.150572	0.981109	0.452144
G68	G57	-1	-0.10101	0.691052	-0.213644
G69	G57	1	0.16173	0.968753	0.479534
G74	G57	1	0.123246	0.802727	0.3028
G77	G57	1	0.140083	0.860475	0.368927
G80	G57	1	0.127262	0.683013	0.266037
G84	G57	1	0.149589	0.857907	0.392785
G85	G57	-1	-0.085726	0.611483	-0.160439
G88	G57	1	0.132969	0.763573	0.310753
G89	G57	1	0.169871	0.98385	0.511522
G90	G57	-1	-0.100001	0.736137	-0.225308
G91	G57	1	0.140853	0.961344	0.41444
G92	G57	1	0.184791	0.993049	0.56165
G93	G57	-1	-0.070867	0.511278	-0.110896
G1	G58	1	0.099753	0.723199	0.2208
G3	G58	1	0.17383	0.999103	0.531558
G4	G58	-1	-0.104427	0.857472	-0.274062
G7	G58	-1	-0.133193	0.993553	-0.405029
G8	G58	-1	-0.070615	0.624359	-0.134943
G10	G58	1	0.07069	0.518394	0.112159
G12	G58	1	0.250627	1	0.767084
G17	G58	1	0.094834	0.743312	0.21575
G18	G58	1	0.091711	0.752946	0.211349
G19	G58	1	0.088735	0.570279	0.154882
G21	G58	1	0.129369	0.913458	0.361688
G25	G58	-1	-0.089134	0.598378	-0.163242
G28	G58	1	0.165462	0.996964	0.504887
G29	G58	-1	-0.072688	0.572888	-0.127453
G31	G58	1	0.101934	0.725232	0.226261
G34	G58	1	0.080078	0.523461	0.128296
G35	G58	1	0.067263	0.554915	0.11424
G38	G58	1	0.105838	0.687734	0.22278
G45	G58	1	0.107486	0.90459	0.297589
G46	G58	-1	-0.101901	0.910703	-0.284036
G47	G58	-1	-0.085221	0.78931	-0.205879
G51	G58	-1	-0.062803	0.523526	-0.100631
G53	G58	1	0.104282	0.808492	0.258048
G57	G58	1	0.149325	0.989863	0.452399
G58	G58	1	0.134244	0.937135	0.385045
G59	G58	-1	-0.091275	0.604745	-0.168943
G63	G58	1	0.074041	0.628547	0.142439
G64	G58	1	0.101848	0.82033	0.255716
G65	G58	1	0.091079	0.74326	0.207194
G66	G58	-1	-0.069362	0.525933	-0.111652
G71	G58	1	0.103027	0.785038	0.247546
G75	G58	-1	-0.065099	0.545376	-0.108663
G78	G58	1	0.199303	0.99641	0.60781
G84	G58	1	0.093696	0.656972	0.188402
G85	G58	1	0.167901	0.998358	0.513045
G86	G58	-1	-0.074124	0.506173	-0.114835
G88	G58	1	0.087229	0.590234	0.157579
G89	G58	1	0.118377	0.918652	0.332838
G90	G58	-1	-0.103671	0.927289	-0.294231
G92	G58	1	0.075123	0.57695	0.132656
G95	G58	-1	-0.065789	0.567032	-0.114176
G99	G58	-1	-0.067197	0.618758	-0.127258
G100	G58	-1	-0.121184	0.981657	-0.3641
G2	G59	1	0.135464	0.922074	0.382302
G4	G59	1	0.162138	0.994911	0.493725
G8	G59	1	0.077718	0.647551	0.154032
G9	G59	-1	-0.160118	0.948452	-0.464806
G12	G59	1	0.127887	0.947269	0.370778
G14	G59	-1	-0.122694	0.77078	-0.289448
G17	G59	-1	-0.079064	0.611431	-0.147959
G27	G59	1	0.087744	0.730438	0.196164
G35	G59	-1	-0.081262	0.754256	-0.187594
G39	G59	1	0.143085	0.944586	0.413666
G40	G59	1	0.060467	0.53481	0.098976
G44	G59	-1	-0.122103	0.950638	-0.355269
G45	G59	1	0.096731	0.861241	0.25498
G49	G59	1	0.087908	0.694617	0.186891
G52	G59	-1	-0.090316	0.828973	-0.22915
G56	G59	1	0.081859	0.644969	0.161592
G60	G59	1	0.113369	0.827682	0.287192
G62	G59	1	0.137464	0.972142	0.409011
G64	G59	-1	-0.143613	0.984978	-0.432947
G68	G59	1	0.073976	0.597652	0.135319
G74	G59	-1	-0.080686	0.621534	-0.153489
G81	G59	1	0.082705	0.65096	0.164779
G82	G59	1	0.126265	0.808499	0.312449
G83	G59	1	0.121454	0.969353	0.360338
G85	G59	-1	-0.109246	0.91446	-0.305765
G87	G59	1	0.12295	0.843572	0.317444
G95	G59	1	0.106138	0.867298	0.281744
G98	G59	-1	-0.091987	0.825145	-0.232312
G2	G60	1	0.102908	0.69936	0.220275
G6	G60	-1	-0.107476	0.641709	-0.211089
G7	G60	1	0.127947	0.970281	0.379965
G8	G60	1	0.131378	0.950342	0.382137
G12	G60	1	0.078513	0.556298	0.133679
G18	G60	1	0.080873	0.614198	0.15203
G19	G60	-1	-0.091117	0.565655	-0.157748
G28	G60	1	0.10151	0.747625	0.232279
G30	G60	-1	-0.145561	0.986391	-0.439451
G31	G60	-1	-0.082588	0.550416	-0.139131
G33	G60	1	0.137588	0.884809	0.372601
G35	G60	-1	-0.077982	0.739094	-0.176405
G36	G60	1	0.080768	0.626141	0.154784
G40	G60	1	0.077523	0.637573	0.151277
G42	G60	1	0.159465	0.99799	0.487088
G47	G60	-1	-0.102858	0.876758	-0.276016
G49	G60	-1	-0.098395	0.776396	-0.233815
G51	G60	1	0.145313	0.988648	0.439706
G53	G60	1	0.106677	0.797646	0.260435
G54	G60	1	0.114646	0.764483	0.268252
G55	G60	1	0.123476	0.923609	0.349048
G57	G60	-1	-0.069387	0.512886	-0.108922
G62	G60	1	0.076326	0.507077	0.118458
G63	G60	1	0.141227	0.985112	0.425813
G64	G60	-1	-0.074236	0.582358	-0.132319
G66	G60	1	0.200346	0.999505	0.612887
G67	G60	1	0.102508	0.763296	0.239478
G71	G60	1	0.099628	0.716403	0.218451
G75	G60	1	0.096555	0.754538	0.222983
G77	G60	-1	-0.13759	0.94433	-0.397674
G79	G60	-1	-0.080085	0.531293	-0.130227
G81	G60	1	0.124021	0.908753	0.344949
G83	G60	-1	-0.102407	0.907291	-0.284376
G84	G60	1	0.131142	0.85786	0.344329
G91	G60	-1	-0.089574	0.820996	-0.22508
G93	G60	-1	-0.117109	0.967638	-0.346831
G94	G60	-1	-0.149734	0.984715	-0.45128
G98	G60	-1	-0.141555	0.993175	-0.430296
G100	G60	-1	-0.12259	0.977531	-0.366775
G3	G61	1	0.095006	0.860748	0.25029
G5	G61	1	0.060742	0.539245	0.100251
G7	G61	1	0.09967	0.925275	0.282262
G8	G61	1	0.122767	0.96208	0.361499
G10	G61	-1	-0.079081	0.63906	-0.154677
G12	G61	1	0.137858	0.980789	0.41383
G13	G61	-1	-0.125012	0.772282	-0.295491
G19	G61	1	0.102975	0.681669	0.214843
G24	G61	1	0.071849	0.550659	0.121093
G27	G61	-1	-0.099471	0.862166	-0.262485
G31	G61	1	0.083409	0.59439	0.15174
G36	G61	-1	-0.10438	0.939054	-0.3
G37	G61	-1	-0.103367	0.920879	-0.291339
G45	G61	1	0.057558	0.518122	0.091276
G47	G61	-1	-0.096501	0.884283	-0.261181
G53	G61	1	0.067563	0.529134	0.109418
G54	G61	-1	-0.080294	0.575513	-0.141435
G56	G61	1	0.084569	0.692041	0.179127
G57	G61	-1	-0.074906	0.594841	-0.136374
G59	G61	1	0.077259	0.517787	0.122438
G62	G61	-1	-0.11515	0.914342	-0.322247
G69	G61	-1	-0.069998	0.556055	-0.119129
G78	G61	1	0.080108	0.531769	0.13038
G79	G61	1	0.162489	0.991917	0.493303
G80	G61	1	0.097571	0.645455	0.192753
G81	G61	1	0.120709	0.940189	0.347352
G90	G61	1	0.07406	0.67304	0.15256
G92	G61	1	0.071759	0.590871	0.129773
G93	G61	-1	-0.086451	0.831668	-0.220058
G96	G61	1	0.065992	0.609797	0.123167
G97	G61	1	0.073774	0.543518	0.122725
G99	G61	-1	-0.09918	0.880932	-0.267412
G4	G62	-1	-0.145607	0.905853	-0.403698
G5	G62	-1	-0.158756	0.982756	-0.477519
G7	G62	-1	-0.132857	0.933423	-0.37956
G8	G62	-1	-0.1118	0.760407	-0.260198
G10	G62	1	0.140214	0.873483	0.374855
G12	G62	1	0.13789	0.845206	0.356707
G17	G62	-1	-0.099345	0.615278	-0.187082
G19	G62	1	0.201303	0.935023	0.576089
G25	G62	-1	-0.111532	0.578577	-0.197504
G26	G62	-1	-0.104866	0.760604	-0.244123
G27	G62	1	0.122223	0.789555	0.295359
G33	G62	1	0.145124	0.78493	0.348646
G37	G62	-1	-0.103	0.699046	-0.220374
G42	G62	1	0.139583	0.921683	0.393757
G43	G62	1	0.084114	0.517592	0.133251
G46	G62	1	0.100168	0.6492	0.199031
G49	G62	-1	-0.174748	0.976421	-0.522234
G53	G62	1	0.217786	0.997607	0.664975
G54	G62	1	0.103651	0.562798	0.178543
G55	G62	-1	-0.151923	0.950633	-0.442029
G58	G62	-1	-0.100473	0.596365	-0.183391
G62	G62	-1	-0.109526	0.649778	-0.21782
G64	G62	1	0.144914	0.895664	0.397255
G65	G62	1	0.131418	0.843734	0.339372
G69	G62	-1	-0.090318	0.550067	-0.152057
G71	G62	1	0.234719	0.999504	0.718039
G73	G62	1	0.12276	0.651501	0.244786
G74	G62	1	0.168441	0.955809	0.492758
G75	G62	1	0.117074	0.757575	0.271457
G77	G62	-1	-0.20399	0.988137	-0.616939
G78	G62	1	0.192697	0.92995	0.548468
G80	G62	1	0.206673	0.959182	0.606738
G84	G62	1	0.172592	0.902044	0.476502
G87	G62	-1	-0.161083	0.864095	-0.426017
G88	G62	-1	-0.198496	0.96805	-0.588118
G90	G62	-1	-0.105043	0.758319	-0.243801
G91	G62	1	0.269469	0.999998	0.824752
G92	G62	1	0.158604	0.942081	0.457318
G93	G62	-1	-0.072333	0.514906	-0.113993
G95	G62	1	0.213336	0.997052	0.651023
G96	G62	1	0.102055	0.710658	0.221978
G2	G63	-1	-0.113077	0.663024	-0.229467
G3	G63	1	0.202067	0.998887	0.61777
G5	G63	-1	-0.107843	0.807983	-0.266692
G18	G63	-1	-0.08298	0.547733	-0.13911
G19	G63	1	0.154217	0.803178	0.379106
G25	G63	-1	-0.239896	0.996812	-0.731901
G28	G63	1	0.169341	0.976418	0.506073
G29	G63	-1	-0.166775	0.962855	-0.491481
G31	G63	1	0.14841	0.864926	0.392879
G35	G63	1	0.100457	0.76497	0.235201
G36	G63	1	0.101538	0.735269	0.228502
G37	G63	1	0.125964	0.881642	0.339902
G41	G63	1	0.137912	0.807963	0.341042
G43	G63	1	0.085213	0.594078	0.154941
G47	G63	1	0.265195	0.999999	0.811671
G49	G63	-1	-0.285918	0.999999	-0.875099
G52	G63	1	0.172909	0.993856	0.525966
G56	G63	1	0.133947	0.90148	0.369576
G59	G63	-1	-0.181961	0.921615	-0.513267
G64	G63	1	0.146583	0.940059	0.42175
G65	G63	1	0.166299	0.979747	0.498678
G67	G63	-1	-0.085229	0.53891	-0.140578
G69	G63	1	0.176511	0.985978	0.532666
G70	G63	1	0.226197	0.994212	0.688307
G76	G63	1	0.089713	0.587573	0.161336
G80	G63	1	0.170841	0.886029	0.463294
G85	G63	1	0.120873	0.868473	0.321294
G87	G63	-1	-0.138819	0.78187	-0.332199
G88	G63	1	0.150512	0.846738	0.390064
G94	G63	1	0.134125	0.887766	0.364439
G95	G63	1	0.147983	0.947527	0.429159
G96	G63	1	0.110684	0.844062	0.285939
G99	G63	-1	-0.097619	0.698704	-0.208757
G2	G64	-1	-0.122176	0.727723	-0.272126
G3	G64	1	0.132004	0.925683	0.373995
G4	G64	-1	-0.087107	0.559002	-0.149032
G6	G64	1	0.102812	0.521293	0.164037
G7	G64	1	0.127024	0.940298	0.365568
G10	G64	1	0.081446	0.51032	0.127212
G12	G64	1	0.108581	0.724441	0.240753
G14	G64	1	0.146433	0.765936	0.343278
G15	G64	-1	-0.138728	0.708108	-0.300663
G16	G64	-1	-0.115921	0.675589	-0.239697
G17	G64	-1	-0.09349	0.595389	-0.170366
G18	G64	1	0.078762	0.53212	0.128275
G21	G64	1	0.108026	0.608829	0.201297
G23	G64	-1	-0.140228	0.862928	-0.37036
G24	G64	1	0.192173	0.992007	0.583476
G26	G64	-1	-0.076026	0.531559	-0.123688
G28	G64	1	0.114559	0.748464	0.262432
G31	G64	1	0.106618	0.621321	0.202751
G32	G64	1	0.19785	0.930296	0.563342
G33	G64	1	0.174657	0.937373	0.501088
G36	G64	1	0.178299	0.999381	0.545374
G43	G64	1	0.081884	0.567177	0.142145
G46	G64	1	0.097712	0.723064	0.216242
G47	G64	1	0.098604	0.739201	0.223087
G48	G64	1	0.102116	0.727825	0.227476
G52	G64	1	0.176073	0.997218	0.537402
G55	G64	-1	-0.153421	0.962801	-0.452103
G65	G64	1	0.084179	0.564282	0.145384
G70	G64	1	0.098937	0.502805	0.152256
G72	G64	-1	-0.092068	0.521452	-0.146939
G73	G64	1	0.193473	0.976283	0.578112
G83	G64	1	0.078006	0.555766	0.132689
G88	G64	1	0.170033	0.935434	0.486811
G91	G64	1	0.098156	0.751661	0.225815
G94	G64	1	0.126893	0.860215	0.334088
G98	G64	-1	-0.097976	0.729307	-0.218699
G3	G65	1	0.075228	0.557452	0.128352
G5	G65	1	0.11489	0.910274	0.320089
G8	G65	1	0.091147	0.679254	0.189492
G10	G65	1	0.104211	0.723956	0.23091
G16	G65	1	0.164281	0.969588	0.487518
G30	G65	-1	-0.146997	0.963227	-0.433365
G33	G65	1	0.098662	0.594689	0.17958
G40	G65	1	0.07495	0.59954	0.137532
G43	G65	-1	-0.113997	0.864074	-0.301481
G47	G65	-1	-0.090919	0.691882	-0.192532
G49	G65	1	0.150746	0.968472	0.446837
G50	G65	1	0.144052	0.89834	0.396074
G51	G65	1	0.112669	0.852955	0.294135
G54	G65	1	0.165372	0.93835	0.474945
G55	G65	1	0.188947	0.998287	0.577314
G58	G65	1	0.163329	0.96536	0.482578
G59	G65	1	0.11665	0.670016	0.239213
G60	G65	1	0.115192	0.748578	0.263921
G63	G65	1	0.099518	0.801306	0.24407
G64	G65	-1	-0.117722	0.833388	-0.300275
G65	G65	1	0.11148	0.823156	0.280862
G66	G65	1	0.137228	0.90311	0.379315
G67	G65	1	0.104023	0.725404	0.230954
G68	G65	1	0.09687	0.706298	0.209407
G74	G65	-1	-0.096459	0.647191	-0.19107
G79	G65	1	0.10498	0.646223	0.207638
G83	G65	-1	-0.167667	0.99671	-0.511484
G86	G65	-1	-0.102898	0.600531	-0.189129
G87	G65	1	0.102724	0.616161	0.193724
G91	G65	-1	-0.069127	0.508099	-0.107501
G92	G65	-1	-0.082854	0.571342	-0.144885
G95	G65	1	0.079419	0.565261	0.1374
G98	G65	1	0.08576	0.672778	0.176592
G1	G66	-1	-0.079125	0.52715	-0.127662
G2	G66	-1	-0.157904	0.957367	-0.462686
G4	G66	1	0.103785	0.796737	0.253086
G5	G66	-1	-0.065857	0.537417	-0.108326
G7	G66	-1	-0.076183	0.652962	-0.152252
G8	G66	-1	-0.0985	0.787165	-0.23731
G12	G66	-1	-0.149642	0.979318	-0.448533
G14	G66	1	0.12704	0.757034	0.294354
G17	G66	-1	-0.101972	0.765717	-0.238983
G18	G66	-1	-0.094486	0.749375	-0.216712
G21	G66	-1	-0.184826	0.99759	-0.564326
G27	G66	1	0.106953	0.845514	0.276776
G30	G66	-1	-0.109641	0.849041	-0.284916
G36	G66	1	0.187899	0.999992	0.575092
G42	G66	1	0.153126	0.996927	0.467227
G43	G66	1	0.166285	0.99909	0.508479
G46	G66	-1	-0.146018	0.993685	-0.444091
G47	G66	1	0.132867	0.965049	0.392447
G48	G66	-1	-0.114854	0.899374	-0.316156
G49	G66	-1	-0.090152	0.668104	-0.184346
G55	G66	1	0.123873	0.93423	0.354199
G58	G66	1	0.081031	0.575145	0.142641
G63	G66	1	0.098124	0.858637	0.25787
G65	G66	1	0.083509	0.649978	0.16613
G70	G66	1	0.179074	0.983118	0.538831
G76	G66	1	0.076962	0.580443	0.136725
G77	G66	1	0.084339	0.58434	0.150837
G79	G66	1	0.094035	0.62314	0.179345
G80	G66	-1	-0.121009	0.743368	-0.275319
G81	G66	1	0.110265	0.844921	0.285147
G83	G66	1	0.143656	0.991614	0.435995
G84	G66	-1	-0.122477	0.809181	-0.303331
G85	G66	1	0.149314	0.989797	0.452337
G93	G66	-1	-0.09618	0.825434	-0.242986
G95	G66	1	0.164224	0.994167	0.499703
G98	G66	1	0.086711	0.738887	0.196095
